pws_id,pws_name,epa_region_code,primacy_agency,pws_type,owner_type,primary_source,activity_status,season_end_date,population,rule_name,violation_code,violation_type,violation_category,health_based,contaminant,season_start_date,last_reported,submission_quarter,return_to_compliance_date,contaminant_code,submission_year,major_violation,connections,first_reported,submission_year.1
NE3105517,"WATERLOO, VILLAGE OF",Region 7,Nebraska,CWS,State,Surface water purchased,Active,,962,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),44927,45016.0,Returned to Compliance,45083.0,SOX,State Compliance achieved,Y,1.0,3,45064
NE3105517,"WATERLOO, VILLAGE OF",Region 7,Nebraska,CWS,State,Surface water purchased,Active,,962,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,44927,45016.0,Returned to Compliance,45083.0,SOX,State Compliance achieved,Y,1.0,3,45064
NE3120242,MORRILL PUBLIC SCHOOLS AG ED COMPLEX,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,55,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,44927,45016.0,Returned to Compliance,45063.0,SOX,State Compliance achieved,,,2,45064
NE3121208,CAMP MOSES MERRILL,Region 7,Nebraska,TNCWS,State,Ground water,Active,,100,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,,,1,45064
NE3121348,PARKERS SMOKEHOUSE ASHLAND,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Returned to Compliance,45021.0,SIF,State Public Notification received,,,1,45064
NE3111054,CAMP ROCK,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Nitrate Rule,3,"Monitoring, Regular",MR,N,Nitrate-Nitrite,44927,45016.0,Returned to Compliance,45058.0,SOX,State Compliance achieved,Y,,3,45064
NE3111054,CAMP ROCK,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44927,45016.0,Returned to Compliance,45058.0,SOX,State Compliance achieved,Y,,3,45064
NE3121298,SPEEDEE MART 2875,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,44927,45291.0,Known,,,,,,1,45244
NE3103505,"EDGAR, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,498,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,,,1,45064
NE3103505,"EDGAR, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,498,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,,,1,45064
NE3109502,"STEELE CITY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,60,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,,,1,45064
NE3105101,"ALLEN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,377,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,,,1,45064
NE3113902,"PLAINVIEW, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1282,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,,,1,45064
NE3103903,"WISNER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1239,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,,,1,45064
NE3113110,"BURR, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,57,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,,,1,45064
NE3103901,"BANCROFT, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,490,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,,,1,45064
NE3114106,COLLEGE VIEW PARK,Region 7,Nebraska,CWS,State,Ground water,Active,,150,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,44927,45016.0,Known,,SIF,State Public Notification received,,,2,45064
NE3114505,"LEBANON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,58,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,44927,45016.0,Known,,SIF,State Public Notification received,,,2,45064
NE3120840,EAGLES NEST ESTATES,Region 7,Nebraska,CWS,State,Ground water,Active,,52,Radionuclides and Revised Rad Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Uranium,44927,45016.0,Known,,SIF,State Public Notification received,,,2,45064
NE3105108,"MARTINSBURG, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,94,Radionuclides and Revised Rad Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Uranium,44927,45016.0,Known,,SIF,State Public Notification received,,,2,45064
NE3108106,"PHILLIPS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,385,Radionuclides and Revised Rad Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Uranium,44927,45016.0,Known,,SIF,State Public Notification received,,,2,45155
NE3108106,"PHILLIPS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,385,Radionuclides and Revised Rad Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Uranium,44927,45016.0,Known,,SIF,State Public Notification received,,,2,45155
NE3120372,"PROSSER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,76,Nitrate Rule,3,"Monitoring, Regular",MR,N,Nitrate-Nitrite,44927,45016.0,Known,,SIF,State Public Notification received,N,,3,45076
NE3104502,DAWES CO RWD 1,Region 7,Nebraska,CWS,State,Ground water,Active,,59,Nitrate Rule,3,"Monitoring, Regular",MR,N,Nitrate-Nitrite,44927,45016.0,Returned to Compliance,45117.0,SOX,State Compliance achieved,Y,,3,45076
NE3104502,DAWES CO RWD 1,Region 7,Nebraska,CWS,State,Ground water,Active,,59,Nitrate Rule,3,"Monitoring, Regular",MR,N,Nitrate-Nitrite,44927,45016.0,Returned to Compliance,45117.0,SOX,State Compliance achieved,Y,,3,45076
NE3105305,"NORTH BEND, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1279,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,44927,45291.0,Known,,,,Y,2.0,3,45244
NE3121303,BLUE MOON RESORT,Region 7,Nebraska,TNCWS,State,Ground water,Active,,60,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44896,44926.0,Returned to Compliance,44992.0,SOX,State Compliance achieved,Y,,3,44973
NE3120875,CASEYS GENERAL STORE 2732 -GRAND ISLAND,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44896,44926.0,Returned to Compliance,44985.0,SOX,State Compliance achieved,Y,,3,44973
NE3104502,DAWES CO RWD 1,Region 7,Nebraska,CWS,State,Ground water,Active,,59,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44896,44926.0,Returned to Compliance,44951.0,SOX,State Compliance achieved,Y,,3,44973
NE3120821,HIDEAWAY ACRES,Region 7,Nebraska,TNCWS,State,Surface water purchased,Active,,45,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44896,44926.0,Returned to Compliance,44985.0,SOX,State Compliance achieved,Y,,3,44973
NE3106102,"UPLAND, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,145,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44896,44926.0,Returned to Compliance,44959.0,SOX,State Compliance achieved,Y,,3,44973
NE3116701,"PILGER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,355,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44896,44926.0,Returned to Compliance,44943.0,SOX,State Compliance achieved,Y,,3,44973
NE3107905,"DONIPHAN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,829,Revised Total Coliform Rule,1A,"Maximum Contaminant Level Violation, E. coli (RTCR)",MCL,Y,Revised Total Coliform Rule,44896,44926.0,Returned to Compliance,44911.0,SIF,State Public Notification received,,,1,44973
NE3117905,"BLAIR, CITY OF",Region 7,Nebraska,CWS,State,Surface water,Active,,8000,Surface Water Treatment Rule,41,Treatment Technique (SWTR and GWR),TT,Y,Surface Water Treatment Rule,44866,44895.0,Returned to Compliance,44908.0,SOX,State Compliance achieved,,,2,44973
NE3117905,"BLAIR, CITY OF",Region 7,Nebraska,CWS,State,Surface water,Active,,8000,Surface Water Treatment Rule,36,Monitoring of Treatment (SWTR-Filter),MR,N,Surface Water Treatment Rule,44866,44895.0,Returned to Compliance,44908.0,SOX,State Compliance achieved,Y,,3,44973
NE3112503,"FULLERTON, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1307,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44866,44895.0,Returned to Compliance,44970.0,SOX,State Compliance achieved,N,,3,44973
NE3100308,"CLEARWATER, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,320,Revised Total Coliform Rule,1A,"Maximum Contaminant Level Violation, E. coli (RTCR)",MCL,Y,Revised Total Coliform Rule,44866,44895.0,Returned to Compliance,44970.0,SOX,State Compliance achieved,,,1,44973
NE3120875,CASEYS GENERAL STORE 2732 -GRAND ISLAND,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Public Notice Rule and Revised PN Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,44866,,Returned to Compliance,44985.0,SOX,State Compliance achieved,,,3,44973
NE3120840,EAGLES NEST ESTATES,Region 7,Nebraska,CWS,State,Ground water,Active,,52,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44866,44895.0,Known,,SIE,State Public Notification requested,Y,,3,44973
NE3120875,CASEYS GENERAL STORE 2732 -GRAND ISLAND,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44866,44895.0,Returned to Compliance,44985.0,SOX,State Compliance achieved,Y,,3,44973
NE3121303,BLUE MOON RESORT,Region 7,Nebraska,TNCWS,State,Ground water,Active,,60,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44866,44895.0,Returned to Compliance,44992.0,SOX,State Compliance achieved,Y,,3,44973
NE3150368,FORT KEARNEY SRA - NG & PC (SEASONAL),Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44835,44865.0,Returned to Compliance,45058.0,SOX,State Compliance achieved,Y,,3,44973
NE3120767,PAPA MIKE'S,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44835,44926.0,Returned to Compliance,44950.0,SIF,State Public Notification received,Y,,3,44973
NE3121430,ONE HORSE SALOON,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44835,44926.0,Returned to Compliance,45042.0,SOX,State Compliance achieved,Y,,3,44973
NE3121213,LINCOLN COUNTY AGRICULTURAL SOCIETY,Region 7,Nebraska,TNCWS,State,Ground water,Active,,125,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44835,44926.0,Returned to Compliance,44964.0,SOX,State Compliance achieved,Y,,3,44973
NE3150296,FIREFLY MEADOWS RV PARK,Region 7,Nebraska,TNCWS,State,Ground water,Active,,50,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44835,44926.0,Returned to Compliance,44992.0,SOX,State Compliance achieved,Y,,3,44973
NE3120523,AM ENERGY LLC,Region 7,Nebraska,TNCWS,State,Ground water,Active,,130,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44835,44865.0,Returned to Compliance,44946.0,SOX,State Compliance achieved,Y,,3,44973
NE3121208,CAMP MOSES MERRILL,Region 7,Nebraska,TNCWS,State,Ground water,Active,,100,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,44835,44926.0,Known,,SIF,State Public Notification received,,,1,44973
NE3121516,4-CORNERS BAR & GRILL,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44835,44865.0,Returned to Compliance,44981.0,SOX,State Compliance achieved,Y,,3,44973
NE3113705,"HOLDREGE, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,5555,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,44835,44926.0,Returned to Compliance,44959.0,SOX,State Compliance achieved,,,1,44973
NE3120193,EASTERN LEARNING CENTER,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,50,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Returned to Compliance,44865.0,SOX,State Compliance achieved,,,1,44973
NE3109703,"ELK CREEK, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,82,Revised Total Coliform Rule,1A,"Maximum Contaminant Level Violation, E. coli (RTCR)",MCL,Y,Revised Total Coliform Rule,44835,44865.0,Returned to Compliance,44872.0,SOX,State Compliance achieved,,,1,44973
NE3103505,"EDGAR, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,498,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Known,,SIF,State Public Notification received,,,1,44973
NE3103505,"EDGAR, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,498,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Known,,SIF,State Public Notification received,,,1,44973
NE3109502,"STEELE CITY, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,60,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Known,,SIF,State Public Notification received,,,1,44973
NE3105101,"ALLEN, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,377,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Known,,SIF,State Public Notification received,,,1,44973
NE3113902,"PLAINVIEW, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1282,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Known,,SIF,State Public Notification received,,,1,44973
NE3103903,"WISNER, CITY OF",Region 7,Nebraska,CWS,State,Ground water,Active,,1239,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Known,,SIF,State Public Notification received,,,1,44973
NE3113110,"BURR, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,57,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Known,,SIF,State Public Notification received,,,1,44973
NE3103901,"BANCROFT, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,490,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Known,,SIF,State Public Notification received,,,1,44973
NE3114106,COLLEGE VIEW PARK,Region 7,Nebraska,CWS,State,Ground water,Active,,150,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,44835,44926.0,Known,,SIF,State Public Notification received,,,2,44973
NE3114505,"LEBANON, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,58,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,44835,44926.0,Known,,SIF,State Public Notification received,,,2,44973
NE3120840,EAGLES NEST ESTATES,Region 7,Nebraska,CWS,State,Ground water,Active,,52,Radionuclides and Revised Rad Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Uranium,44835,44926.0,Known,,SIF,State Public Notification received,,,2,44973
NE3105108,"MARTINSBURG, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,94,Radionuclides and Revised Rad Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Uranium,44835,44926.0,Known,,SIF,State Public Notification received,,,2,44973
NE3108106,"PHILLIPS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,385,Radionuclides and Revised Rad Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Uranium,44835,44926.0,Known,,SIF,State Public Notification received,,,2,44973
NE3108106,"PHILLIPS, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,385,Radionuclides and Revised Rad Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Uranium,44835,44926.0,Known,,SIF,State Public Notification received,,,2,44973
NE3120502,PIERCE COMMUNITY GOLF COURSE,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Nitrate Rule,3,"Monitoring, Regular",MR,N,Nitrate-Nitrite,44835,44926.0,Returned to Compliance,44964.0,SOX,State Compliance achieved,Y,,3,44973
NE3111054,CAMP ROCK,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Nitrate Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate-Nitrite,44835,44926.0,Returned to Compliance,45058.0,SOX,State Compliance achieved,,,1,44973
NE3150708,TRAVEL INN & SUITES,Region 7,Nebraska,TNCWS,State,Ground water,Active,,36,Nitrate Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Nitrate-Nitrite,44835,44926.0,Returned to Compliance,44951.0,SOX,State Compliance achieved,,,1,44973
NE3121067,PRAIRIE MART,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,44835,44926.0,Returned to Compliance,45027.0,SOX,State Compliance achieved,Y,,3,44973
NE3150049,SUNSET INN,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,44743,44773.0,Returned to Compliance,44833.0,SOX,State Compliance achieved,N,,3,44883
NE3121430,ONE HORSE SALOON,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Public Notice Rule and Revised PN Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,44743,,Returned to Compliance,44848.0,SOX,State Compliance achieved,,,3,44883
NE3121245,DRIFTWOOD INN,Region 7,Nebraska,TNCWS,State,Ground water,Active,,25,Public Notice Rule and Revised PN Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,44743,,Returned to Compliance,45030.0,SOX,State Compliance achieved,,,3,44973
NE3120446,"ITHACA, VILLAGE OF",Region 7,Nebraska,CWS,State,Ground water,Active,,156,Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,44743,,Returned to Compliance,45015.0,SOX,State Compliance achieved,,,3,44973
NE3150038,ALLIANCE AIRPORT,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,55,Arsenic Rule,1,"Maximum Contaminant Level Violation, Single Sample",MCL,Y,Arsenic,44743,44834.0,Returned to Compliance,44830.0,SIF,State Public Notification received,,,2,44883
NE3120100,HOWARD CO DIST 118 ST LIBORY ELM,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,169,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,44743,44834.0,Returned to Compliance,44839.0,SIF,State Public Notification received,,,2,44883
NE3120617,LAKEVIEW COMMUNITY SCHOOLS,Region 7,Nebraska,NTNCWS,State,Ground water,Active,,525,Arsenic Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Arsenic,44743,44834.0,Returned to Compliance,44879.0,SOX,State Compliance achieved,,,2,44883
